1992;194,5
1993;241,6
1994;250,3
1995;265,4
1996;374,6
1997;480,8
1998;515,2
1999;632,1
2000;468,1
2001;321,3
2002;303,4
2003;353,6
2004;318,1
2005;207,7
2006;224,7
2007;277,4
2008;319,2
2009;276,2
2010;315,9
2011;277,4
2012;272,7
2013;289,9
2014;327,7
2015;354,9
2016;416,1
2017;486,4
2018;600,7
2019;625,4
2020;428,3
